old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Acinetobacter baumannii,Acinetobacter baumannii,0.9826696643670162,SRR3133091,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,,SRS1268525,ENA_SAMN04447706
Acinetobacter baumannii,Acinetobacter baumannii,0.9825214104308464,SRR3135171,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1269938,ENA_SAMN04448596
Acinetobacter baumannii,Acinetobacter baumannii,0.9823623642948937,SRR3137585,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1271520,ENA_SAMN04450971
Acinetobacter baumannii,Acinetobacter baumannii,0.9825303410019062,SRR3137584,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1271521,ENA_SAMN04450970
Acinetobacter baumannii,Acinetobacter baumannii,0.9817459212189869,SRR3137582,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1271524,ENA_SAMN04450968
Acinetobacter baumannii,Acinetobacter baumannii,0.98241859784455,SRR3137579,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1271526,ENA_SAMN04450965
Acinetobacter baumannii,Acinetobacter baumannii,0.9827346669143072,SRR3137575,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,,SRS1271531,ENA_SAMN04450961
Acinetobacter baumannii,Acinetobacter baumannii,0.9823784554817908,SRR3137589,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Cerebrospinal Fluid,USA,,SRS1271535,ENA_SAMN04450975
Acinetobacter baumannii,Acinetobacter baumannii,0.9824766799376214,SRR3137588,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,,SRS1271536,ENA_SAMN04450974
Acinetobacter baumannii,Acinetobacter baumannii,0.9824668195399816,SRR3137586,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1271538,ENA_SAMN04450972
Acinetobacter baumannii,Acinetobacter baumannii,0.9815703117157648,SRR3152497,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,,SRS1279635,ENA_SAMN04480655
Acinetobacter baumannii,Acinetobacter baumannii,0.9831777665558528,SRR3152496,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1279637,ENA_SAMN04480654
Acinetobacter baumannii,Acinetobacter baumannii,0.9841090173959104,SRR3152503,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1279648,ENA_SAMN04480661
Acinetobacter baumannii,Acinetobacter baumannii,0.9833855104851592,SRR3152502,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1279649,ENA_SAMN04480660
Acinetobacter baumannii,Acinetobacter baumannii,0.9826696643670162,SRR3159167,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,,SRS1283016,ENA_SAMN04482452
Acinetobacter baumannii,Acinetobacter baumannii,0.9826560099187338,SRR3159163,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1283020,ENA_SAMN04482448
Acinetobacter baumannii,Acinetobacter baumannii,0.9826520757637904,SRR3159162,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Respiratory,USA,,SRS1283021,ENA_SAMN04482447
Acinetobacter baumannii,Acinetobacter baumannii,0.9826520757637904,SRR3159168,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,,SRS1283029,ENA_SAMN04482453
Acinetobacter baumannii,Acinetobacter baumannii,0.9826560099187338,SRR3159153,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,,SRS1283033,ENA_SAMN04482438
Acinetobacter baumannii,Acinetobacter baumannii,0.9823445281017542,SRR3170237,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1296687,ENA_SAMN04485915
Acinetobacter baumannii,Acinetobacter baumannii,0.98382796167031,SRR3170232,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1296692,ENA_SAMN04485910
Acinetobacter baumannii,Acinetobacter baumannii,0.982662877093238,SRR3170229,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,,SRS1296695,ENA_SAMN04485907
Acinetobacter baumannii,Acinetobacter baumannii,0.9825797680639288,SRR3170240,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1296696,ENA_SAMN04485918
Acinetobacter baumannii,Acinetobacter baumannii,0.9817170750484112,SRR3170243,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296703,ENA_SAMN04485903
Acinetobacter baumannii,Acinetobacter baumannii,0.9802226040723028,SRR3170255,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,,SRS1296709,ENA_SAMN04487136
Acinetobacter baumannii,Acinetobacter baumannii,0.9832466463289168,SRR3170267,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,,SRS1296714,ENA_SAMN04487148
Acinetobacter baumannii,Acinetobacter baumannii,0.9836689245604594,SRR3170262,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,,SRS1296719,ENA_SAMN04487143
Acinetobacter baumannii,Acinetobacter baumannii,0.9825004096491596,SRR3170594,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1296787,ENA_SAMN04488275
Acinetobacter baumannii,Acinetobacter baumannii,0.9825799355770036,SRR3170595,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296790,ENA_SAMN04488276
Acinetobacter baumannii,Acinetobacter baumannii,0.9828560628798976,SRR3170593,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296791,ENA_SAMN04488274
Acinetobacter baumannii,Acinetobacter baumannii,0.9827777646923378,SRR3170591,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296793,ENA_SAMN04488272
Acinetobacter baumannii,Acinetobacter baumannii,0.9822035960443078,SRR3170589,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,,SRS1296795,ENA_SAMN04488270
Acinetobacter baumannii,Acinetobacter baumannii,0.9820665439378596,SRR3170587,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,,SRS1296797,ENA_SAMN04488268
Acinetobacter baumannii,Acinetobacter baumannii,0.9822490029344892,SRR3170605,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,,SRS1296810,ENA_SAMN04488286
Acinetobacter baumannii,Acinetobacter baumannii,0.9807939048672284,SRR3170603,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,,SRS1296812,ENA_SAMN04488284
Acinetobacter baumannii,Acinetobacter baumannii,0.9835748070889464,SRR3170600,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296815,ENA_SAMN04488281
Acinetobacter baumannii,Acinetobacter baumannii,0.983570677626784,SRR3170599,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,,SRS1296816,ENA_SAMN04488280
Acinetobacter baumannii,Acinetobacter baumannii,0.98306318779115,SRR3170598,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,,SRS1296817,ENA_SAMN04488279
Acinetobacter baumannii,Acinetobacter baumannii,0.9810151711676628,SRR3170609,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Respiratory,USA,,SRS1296821,ENA_SAMN04488290
Acinetobacter baumannii,Acinetobacter baumannii,0.9830654375827212,SRR3170738,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,,SRS1296917,ENA_SAMN04491040
Acinetobacter baumannii,Acinetobacter baumannii,0.9826317465699488,SRR3170737,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,,SRS1296918,ENA_SAMN04491039
Acinetobacter baumannii,Acinetobacter baumannii,0.9821619401343538,SRR3170736,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296920,ENA_SAMN04491038
Acinetobacter baumannii,Acinetobacter baumannii,0.9830955681252492,SRR3170733,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,,SRS1296923,ENA_SAMN04491035
Acinetobacter baumannii,Acinetobacter baumannii,0.9807518612265798,SRR3170781,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,,SRS1296949,ENA_SAMN04491446
Acinetobacter baumannii,Acinetobacter baumannii,0.9830352291919277,SRR3170778,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296952,ENA_SAMN04491443
Acinetobacter baumannii,Acinetobacter baumannii,0.9830357347188384,SRR3170775,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296955,ENA_SAMN04491440
Acinetobacter baumannii,Acinetobacter baumannii,0.9830067755176182,SRR3170773,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,,SRS1296957,ENA_SAMN04491438
Acinetobacter baumannii,Acinetobacter baumannii,0.982994597199591,SRR3170772,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296958,ENA_SAMN04491437
Acinetobacter baumannii,Acinetobacter baumannii,0.9830118433257288,SRR3170786,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,,SRS1296964,ENA_SAMN04491451
Acinetobacter baumannii,Acinetobacter baumannii,0.9831556872509656,SRR3197603,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Respiratory,USA,,SRS1317385,ENA_SAMN04525202
Acinetobacter baumannii,Acinetobacter baumannii,0.9822874293202184,SRR3217272,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,,SRS1334247,ENA_SAMN04515405
Acinetobacter baumannii,Acinetobacter baumannii,0.983526386484544,SRR3217267,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1334251,ENA_SAMN04515391
Acinetobacter baumannii,Acinetobacter baumannii,0.9825182732174356,SRR3217406,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1334366,ENA_SAMN04515808
Acinetobacter baumannii,Acinetobacter baumannii,0.9837093695177868,SRR3217405,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1334367,ENA_SAMN04515807
Acinetobacter baumannii,Acinetobacter baumannii,0.9814117573790108,SRR3218399,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1335152,ENA_SAMN04545407
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9889074430986352,SRR3222424,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,29017452,sputum,Italy,,SRS1336826,ENA_SAMN04448247
Acinetobacter baumannii,Acinetobacter baumannii,0.9823485051715628,SRR3222491,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1336861,ENA_SAMN04546723
Acinetobacter baumannii,Acinetobacter nosocomialis,0.9832895007369667,SRR3222486,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1336865,ENA_SAMN04546718
Acinetobacter baumannii,Acinetobacter baumannii,0.9836053279127156,SRR3223164,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337492,ENA_SAMN04547091
Acinetobacter baumannii,Acinetobacter baumannii,0.9834296606326084,SRR3223161,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,,SRS1337508,ENA_SAMN04547088
Acinetobacter baumannii,Acinetobacter baumannii,0.9807857704371415,SRR3223472,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337601,ENA_SAMN04549262
Acinetobacter baumannii,Acinetobacter baumannii,0.9842824483940892,SRR3223470,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,,SRS1337604,ENA_SAMN04549260
Acinetobacter baumannii,Acinetobacter baumannii,0.983185821173385,SRR3223482,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337614,ENA_SAMN04549272
Acinetobacter baumannii,Acinetobacter baumannii,0.9835380691029216,SRR3223481,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337615,ENA_SAMN04549271
Acinetobacter baumannii,Acinetobacter baumannii,0.9836032046572812,SRR3223479,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337617,ENA_SAMN04549269
Acinetobacter baumannii,Acinetobacter baumannii,0.982628008412213,SRR3223913,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,TISSUE,USA,,SRS1337898,ENA_SAMN04549500
Acinetobacter baumannii,Acinetobacter baumannii,0.9827269976711492,SRR3223924,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1337907,ENA_SAMN04549511
Acinetobacter baumannii,Acinetobacter baumannii,0.9827850261886916,SRR3224236,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338127,ENA_SAMN04549555
Acinetobacter baumannii,Acinetobacter baumannii,0.983618829800735,SRR3224234,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338128,ENA_SAMN04549553
Acinetobacter baumannii,Acinetobacter baumannii,0.9837030800591358,SRR3224240,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,,SRS1338142,ENA_SAMN04549559
Acinetobacter baumannii,Acinetobacter baumannii,0.9825476142629236,SRR3224237,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338145,ENA_SAMN04549556
Acinetobacter baumannii,Acinetobacter baumannii,0.9828221524527456,SRR3224801,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,,SRS1338325,ENA_SAMN04549832
Acinetobacter baumannii,Acinetobacter baumannii,0.9833656961307762,SRR3224993,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,,SRS1338473,ENA_SAMN04549875
Acinetobacter baumannii,Acinetobacter baumannii,0.9833039652553714,SRR3224989,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338477,ENA_SAMN04549871
Acinetobacter baumannii,Acinetobacter baumannii,0.9824970692962888,SRR3225048,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338509,ENA_SAMN04550082
Acinetobacter baumannii,Acinetobacter baumannii,0.9819297555923328,SRR3225044,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338512,ENA_SAMN04550078
Acinetobacter baumannii,Acinetobacter baumannii,0.9822519901795114,SRR3225042,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338529,ENA_SAMN04550076
Acinetobacter baumannii,Acinetobacter baumannii,0.982816454563485,SRR3225241,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338617,ENA_SAMN04550115
Acinetobacter baumannii,Acinetobacter baumannii,0.9827133365416332,SRR3225244,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338622,ENA_SAMN04550118
Acinetobacter baumannii,Acinetobacter baumannii,0.9824842607721532,SRR3225236,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,,SRS1338627,ENA_SAMN04550111
Acinetobacter baumannii,Acinetobacter baumannii,0.9825964566093596,SRR3225233,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338630,ENA_SAMN04550108
Acinetobacter baumannii,Acinetobacter baumannii,0.9821657836107428,SRR3225230,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1338633,ENA_SAMN04550105
Acinetobacter baumannii,Acinetobacter baumannii,0.9827944727920505,SRR3227007,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1339084,ENA_SAMN04555193
Acinetobacter baumannii,Acinetobacter baumannii,0.9818618949578944,SRR3227030,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1339122,ENA_SAMN04555216
Acinetobacter baumannii,Acinetobacter baumannii,0.9827958410139392,SRR3227028,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,,SRS1339124,ENA_SAMN04555214
Acinetobacter baumannii,Acinetobacter baumannii,0.982268418560301,SRR3228491,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,,SRS1340443,ENA_SAMN04555303
Acinetobacter baumannii,Acinetobacter baumannii,0.9815212068715792,SRR3228544,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1340565,ENA_SAMN04555490
Acinetobacter baumannii,Acinetobacter baumannii,0.9820743476618574,SRR3228549,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1340577,ENA_SAMN04555495
Acinetobacter baumannii,Acinetobacter baumannii,0.9825964566093596,SRR3228537,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,,SRS1340581,ENA_SAMN04555483
Acinetobacter baumannii,Acinetobacter baumannii,0.9819075482822092,SRR3228561,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,,SRS1340592,ENA_SAMN04555507
Acinetobacter baumannii,Acinetobacter baumannii,0.9828194229047846,SRR6799416,Resistant,ceftazidime,,128.0,mg/L,Broth dilution,,CLSI,2013,,CP027124,,CP027121,SRS1350019,ENA_SAMN04014897
Acinetobacter baumannii,Acinetobacter courvalinii,0.9712518683663468,SRR3242034,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,TISSUE,USA,,SRS1350034,ENA_SAMN04568503
Salmonella enterica,Salmonella enterica,0.9944810814535692,SRR3295552,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1361945,ENA_SAMN04576636
Salmonella enterica,Salmonella enterica,0.9881122150326008,SRR3295896,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Hogs,USA,,SRS1362066,ENA_SAMN04577443
Salmonella enterica,Salmonella enterica,0.9867649926890554,SRR3295877,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,30333126,Hogs,USA,,SRS1362085,ENA_SAMN04577424
Salmonella enterica,Salmonella enterica,0.9856380784289164,SRR3295772,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,30333126,Beef Cattle,USA,,SRS1362190,ENA_SAMN04577319
Salmonella enterica,Salmonella enterica,0.9878525313068628,SRR3295665,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Hogs,USA,,SRS1362298,ENA_SAMN04577212
Salmonella enterica,Salmonella enterica,0.986928961078356,SRR3295642,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,30333126,Young Turkey,USA,,SRS1362321,ENA_SAMN04577189
Salmonella enterica,Salmonella enterica,0.9898571920708908,SRR3664628,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,27381390,Chicken Breast,USA,,SRS1502037,ENA_SAMN02699288
Salmonella enterica,Salmonella enterica,0.9871520242092404,SRR3664631,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,,SRS1502040,ENA_SAMN02699290
Salmonella enterica,Salmonella enterica,0.9898527813747688,SRR3664633,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502042,ENA_SAMN02699291
Salmonella enterica,Salmonella enterica,0.998894461806024,SRR3664701,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502105,ENA_SAMN02699307
Salmonella enterica,Salmonella enterica,0.987152097492738,SRR3664767,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Ground Turkey,USA,,SRS1502171,ENA_SAMN05201872
Salmonella enterica,Salmonella enterica,0.9979299955601038,SRR3664772,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Chicken Breast,USA,,SRS1502176,ENA_SAMN02699321
Salmonella enterica,Salmonella enterica,0.999066186907461,SRR3664882,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Chicken Breast,USA,,SRS1502286,ENA_SAMN02699343
Salmonella enterica,Salmonella enterica,0.9903345902041174,SRR3664900,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502304,ENA_SAMN02699348
Salmonella enterica,Salmonella enterica,0.9902920967556336,SRR3664914,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502318,ENA_SAMN02699355
Salmonella enterica,Salmonella enterica,0.9975038435654886,SRR3664949,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS1502353,ENA_SAMN02699363
Salmonella enterica,Salmonella enterica,0.9874999325219798,SRR3664982,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,,SRS1502386,ENA_SAMN02699193
Salmonella enterica,Salmonella enterica,0.9991151106365888,SRR3664999,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,,SRS1502403,ENA_SAMN02699195
Salmonella enterica,Salmonella enterica,0.9913403086231654,SRR3665023,Resistant,gentamicin,,16.0,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,,SRS1502427,ENA_SAMN02699203
Salmonella enterica,Salmonella enterica,0.9912969725059966,SRR3665076,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502482,ENA_SAMN05201569
Salmonella enterica,Salmonella enterica,0.990268085277522,SRR3665091,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1502495,ENA_SAMN05201579
