genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Streptococcus,pneumoniae,SRR4417289,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417362,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood & CSF,South Africa,
Streptococcus,pneumoniae,ERR019724,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024226,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024224,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024235,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417411,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR019713,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,SRR4417360,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417411,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024224,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016657,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,South Korea,
Streptococcus,pneumoniae,ERR024228,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417311,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417326,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024236,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR023450,Resistant,ERY,,16.0,mg/L,Broth dilution,,CLSI,2013,,Blood,United Kingdom,
Streptococcus,pneumoniae,ERR019724,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR016785,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Blood & CSF,South Africa,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,SRR4417393,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR024211,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417399,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR019713,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR016723,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Denmark,
Streptococcus,pneumoniae,ERR019700,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Viet Nam,
Streptococcus,pneumoniae,ERR016837,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Germany,
Streptococcus,pneumoniae,ERR024234,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024211,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,France,
Streptococcus,pneumoniae,ERR016759,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR016733,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Germany,
Streptococcus,pneumoniae,ERR023450,Resistant,ERY,,8.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Georgia,
Streptococcus,pneumoniae,ERR024225,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024227,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024225,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016691,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Singapore,
Streptococcus,pneumoniae,SRR4417326,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417361,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR019713,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024224,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024236,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024226,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417406,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR019713,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,SRR4417360,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,,Respiratory,Canada,
Streptococcus,pneumoniae,ERR018818,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Russia,
Streptococcus,pneumoniae,SRR4417362,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417311,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,ERR016657,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Korea,
Streptococcus,pneumoniae,SRR4417363,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR024211,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Lung,France,
Streptococcus,pneumoniae,ERR024228,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024235,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016691,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,,Singapore,
Streptococcus,pneumoniae,ERR024211,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Lung,France,
Streptococcus,pneumoniae,ERR024231,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016691,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Hong Kong,
Streptococcus,pneumoniae,ERR016733,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Germany,
Streptococcus,pneumoniae,ERR024234,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016733,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Germany,
Streptococcus,pneumoniae,ERR016733,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Swab,Germany,
Streptococcus,pneumoniae,ERR024234,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016723,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Nasopharynx,Denmark,
Streptococcus,pneumoniae,ERR024234,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR019724,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024271,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,,Canada,
Streptococcus,pneumoniae,SRR4417402,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR016633,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Viet Nam,
Streptococcus,pneumoniae,ERR018818,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Russia,
Streptococcus,pneumoniae,SRR4417393,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR016657,Resistant,ERY,,8.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,South Korea,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR024226,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024228,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024228,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016644,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Thailand,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024232,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016746,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR024224,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR018818,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Russia,
Streptococcus,pneumoniae,ERR016644,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,South Korea,
Streptococcus,pneumoniae,SRR4417289,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR024229,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016723,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,Denmark,
Streptococcus,pneumoniae,ERR016657,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,Tracheal aspirate,South Korea,
Streptococcus,pneumoniae,SRR4417361,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417399,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016691,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Malaysia,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024271,Intermediate,ERY,,0.5,mg/L,Broth dilution,,CLSI,2013,,,Canada,
Streptococcus,pneumoniae,ERR016733,Intermediate,ERY,,0.5,mg/L,Broth dilution,,CLSI,2013,,,Spain,
Klebsiella,pneumoniae,SRR4017887,Susceptible,GEN,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5387322,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-12,
Klebsiella,pneumoniae,SRR5385684,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-01-03,
Klebsiella,pneumoniae,SRR5385424,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-01-06,
Klebsiella,pneumoniae,SRR5386191,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-09-12,
Klebsiella,pneumoniae,SRR5386627,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-07-25,
Klebsiella,pneumoniae,SRR5385684,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-01-03,
Klebsiella,pneumoniae,SRR5973349,Susceptible,GEN,<=,0.5,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5386843,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-03-03,
Klebsiella,pneumoniae,SRR5973349,Susceptible,GEN,<=,0.5,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5387365,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-12-15,
Klebsiella,pneumoniae,SRR5386103,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-08-14,
Klebsiella,pneumoniae,SRR5387307,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-21,
Klebsiella,pneumoniae,SRR5386143,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-08-10,
Klebsiella,pneumoniae,SRR4035116,Susceptible,GEN,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5385424,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-01-06,
Klebsiella,pneumoniae,SRR5386130,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-06-16,
Klebsiella,pneumoniae,SRR5385511,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-11-27,
Klebsiella,pneumoniae,SRR5386148,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-07-30,
Klebsiella,pneumoniae,SRR5973331,Susceptible,GEN,<=,0.5,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5386843,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-03-03,
Klebsiella,pneumoniae,SRR5387310,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-23,
Klebsiella,pneumoniae,SRR5386137,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-06-16,
Klebsiella,pneumoniae,SRR5387365,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-12-15,
Klebsiella,pneumoniae,SRR5386756,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-05-17,
Klebsiella,pneumoniae,SRR4035116,Susceptible,GEN,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5385511,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-11-27,
Klebsiella,pneumoniae,SRR5386130,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-06-16,
Klebsiella,pneumoniae,SRR5386148,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-07-30,
Klebsiella,pneumoniae,SRR5386345,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-04-06,
Klebsiella,pneumoniae,SRR5386756,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-05-17,
Klebsiella,pneumoniae,SRR5973264,Susceptible,GEN,,1.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5386103,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-08-14,
Klebsiella,pneumoniae,SRR5386556,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-04-26,
Klebsiella,pneumoniae,SRR5973264,Susceptible,GEN,,1.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5386345,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-04-06,
Klebsiella,pneumoniae,SRR5386225,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-08-30,
Klebsiella,pneumoniae,SRR5386225,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-08-30,
Klebsiella,pneumoniae,SRR5386191,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-09-12,
Klebsiella,pneumoniae,SRR5386627,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-07-25,
Klebsiella,pneumoniae,SRR5386143,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-08-10,
Klebsiella,pneumoniae,SRR4017887,Susceptible,GEN,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5973331,Susceptible,GEN,<=,0.5,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28776045,,,
Klebsiella,pneumoniae,SRR5386137,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-06-16,
Klebsiella,pneumoniae,SRR5386556,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-04-26,
Klebsiella,pneumoniae,SRR5387310,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-23,
Klebsiella,pneumoniae,SRR5387322,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-12,
Klebsiella,pneumoniae,SRR5387307,Susceptible,GEN,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-02-21,
Klebsiella,pneumoniae,SRR5386285,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-06-13,
Klebsiella,pneumoniae,SRR5385510,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-11-30,
Klebsiella,pneumoniae,SRR5386796,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-04-18,
Klebsiella,pneumoniae,SRR5386183,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-09-14,
Klebsiella,pneumoniae,SRR5385510,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-11-30,
Klebsiella,pneumoniae,SRR5387296,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-01-13,
Klebsiella,pneumoniae,SRR5386259,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-07-30,
Klebsiella,pneumoniae,SRR5386206,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-06-20,
Klebsiella,pneumoniae,SRR3987135,Resistant,GEN,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5385964,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-10-22,
Klebsiella,pneumoniae,SRR5386453,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2011-12-13,
Klebsiella,pneumoniae,SRR5387296,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-01-13,
Klebsiella,pneumoniae,SRR5386356,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-03-27,
Klebsiella,pneumoniae,SRR5386498,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-09-21,
Klebsiella,pneumoniae,SRR3982097,Resistant,GEN,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5386333,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-04-17,
Klebsiella,pneumoniae,SRR5386356,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-03-27,
Klebsiella,pneumoniae,SRR3982097,Resistant,GEN,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5386796,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-04-18,
Klebsiella,pneumoniae,SRR5386259,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-07-30,
Klebsiella,pneumoniae,SRR5386270,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-07-04,
Klebsiella,pneumoniae,SRR5386453,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2011-12-13,
Klebsiella,pneumoniae,SRR5386206,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-06-20,
Klebsiella,pneumoniae,SRR5386507,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-06-06,
Klebsiella,pneumoniae,SRR5386333,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-04-17,
Klebsiella,pneumoniae,SRR5386520,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-05-28,
Klebsiella,pneumoniae,SRR5386285,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-06-13,
Klebsiella,pneumoniae,SRR5386270,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-07-04,
Klebsiella,pneumoniae,SRR5386520,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-05-28,
Klebsiella,pneumoniae,SRR5387258,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-01-29,
Klebsiella,pneumoniae,SRR3987135,Resistant,GEN,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,
Klebsiella,pneumoniae,SRR5387258,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2015-01-29,
Klebsiella,pneumoniae,SRR5385964,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-10-22,
Klebsiella,pneumoniae,SRR5386183,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-09-14,
Klebsiella,pneumoniae,SRR5386498,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-09-21,
Klebsiella,pneumoniae,SRR5386507,Resistant,GEN,,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-06-06,
Klebsiella,pneumoniae,SRR5385928,Intermediate,GEN,,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-07-22,
Klebsiella,pneumoniae,SRR5386706,Intermediate,GEN,,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2014-05-11,
Klebsiella,pneumoniae,SRR5385445,Intermediate,GEN,,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2012-12-28,
Klebsiella,pneumoniae,SRR5386568,Intermediate,GEN,,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,,2013-04-15,
