accession,old_species,new_species,comments
SRR3228537,Acinetobacter baumannii,NA,NA
SRR3228538,Acinetobacter baumannii,NA,NA
SRR3228539,Acinetobacter baumannii,NA,NA
SRR3228540,Acinetobacter baumannii,NA,NA
SRR3228541,Acinetobacter baumannii,NA,NA
SRR3228543,Acinetobacter baumannii,NA,NA
SRR3228544,Acinetobacter baumannii,NA,NA
SRR3228545,Acinetobacter baumannii,NA,NA
SRR3228548,Acinetobacter baumannii,NA,NA
SRR3228549,Acinetobacter baumannii,NA,NA
SRR3228552,Acinetobacter baumannii,NA,NA
SRR3228557,Acinetobacter baumannii,NA,NA
SRR3228559,Acinetobacter baumannii,NA,NA
SRR3228561,Acinetobacter baumannii,NA,NA
SRR3228562,Acinetobacter baumannii,NA,NA
SRR3228563,Acinetobacter baumannii,NA,NA
SRR3228564,Acinetobacter baumannii,NA,NA
SRR3228567,Acinetobacter baumannii,NA,NA
SRR3228568,Acinetobacter baumannii,NA,NA
SRR3228569,Acinetobacter baumannii,NA,NA
SRR3228570,Acinetobacter baumannii,NA,NA
SRR3228571,Acinetobacter baumannii,NA,NA
SRR3228572,Acinetobacter baumannii,NA,NA
SRR3228575,Acinetobacter baumannii,NA,NA
SRR3242007,Acinetobacter baumannii,NA,NA
SRR3242008,Acinetobacter baumannii,NA,NA
SRR3242011,Acinetobacter baumannii,NA,NA
SRR3242013,Acinetobacter baumannii,NA,NA
SRR3242016,Acinetobacter baumannii,NA,NA
SRR3242017,Acinetobacter baumannii,NA,NA
SRR3242022,Acinetobacter baumannii,NA,NA
SRR3242026,Acinetobacter baumannii,NA,NA
SRR3242027,Acinetobacter baumannii,NA,NA
SRR3242034,Acinetobacter baumannii,NA,NA
SRR3242036,Acinetobacter baumannii,NA,NA
SRR3242037,Acinetobacter baumannii,NA,NA
SRR3242039,Acinetobacter baumannii,NA,NA
SRR3242041,Acinetobacter baumannii,NA,NA
SRR3242042,Acinetobacter baumannii,NA,NA
SRR3242043,Acinetobacter baumannii,NA,NA
SRR3242044,Acinetobacter baumannii,NA,NA
SRR3242045,Acinetobacter baumannii,NA,NA
SRR3242046,Acinetobacter baumannii,NA,NA
SRR3242047,Acinetobacter baumannii,NA,NA
SRR3242048,Acinetobacter baumannii,NA,NA
SRR3242049,Acinetobacter baumannii,NA,NA
SRR3242050,Acinetobacter baumannii,NA,NA
SRR3242051,Acinetobacter baumannii,NA,NA
SRR3242052,Acinetobacter baumannii,NA,NA
SRR3502988,Acinetobacter baumannii,NA,NA
SRR3502996,Acinetobacter baumannii,NA,NA
SRR3503026,Acinetobacter baumannii,NA,NA
SRR3503028,Acinetobacter baumannii,NA,NA
SRR3503035,Acinetobacter baumannii,NA,NA
SRR3503038,Acinetobacter baumannii,NA,NA
SRR3503443,Acinetobacter baumannii,NA,NA
SRR3503444,Acinetobacter baumannii,NA,NA
SRR3503451,Acinetobacter baumannii,NA,NA
SRR3503456,Acinetobacter baumannii,NA,NA
SRR3503459,Acinetobacter baumannii,NA,NA
SRR3503476,Acinetobacter baumannii,NA,NA
SRR3503602,Acinetobacter baumannii,NA,NA
SRR3503603,Acinetobacter baumannii,NA,NA
SRR3503610,Acinetobacter baumannii,NA,NA
SRR3503615,Acinetobacter baumannii,NA,NA
SRR3503622,Acinetobacter baumannii,NA,NA
SRR3503626,Acinetobacter baumannii,NA,NA
SRR3503631,Acinetobacter baumannii,NA,NA
SRR3503820,Acinetobacter baumannii,NA,NA
SRR3503822,Acinetobacter baumannii,NA,NA
SRR3503825,Acinetobacter baumannii,NA,NA
SRR3503827,Acinetobacter baumannii,NA,NA
SRR3503830,Acinetobacter baumannii,NA,NA
SRR3503836,Acinetobacter baumannii,NA,NA
SRR3503841,Acinetobacter baumannii,NA,NA
SRR3503843,Acinetobacter baumannii,NA,NA
SRR3503900,Acinetobacter baumannii,NA,NA
SRR3503903,Acinetobacter baumannii,NA,NA
SRR3503907,Acinetobacter baumannii,NA,NA
SRR3503909,Acinetobacter baumannii,NA,NA
SRR3503910,Acinetobacter baumannii,NA,NA
SRR3503911,Acinetobacter baumannii,NA,NA
SRR3503913,Acinetobacter baumannii,NA,NA
SRR3504013,Acinetobacter baumannii,NA,NA
SRR3504014,Acinetobacter baumannii,NA,NA
SRR3504016,Acinetobacter baumannii,NA,NA
SRR3504095,Acinetobacter baumannii,NA,NA
SRR3504097,Acinetobacter baumannii,NA,NA
SRR3504099,Acinetobacter baumannii,NA,NA
SRR3504218,Acinetobacter baumannii,NA,NA
SRR3536229,Acinetobacter baumannii,NA,NA
SRR3649788,Acinetobacter baumannii,NA,NA
SRR3666029,Acinetobacter baumannii,NA,NA
SRR3666032,Acinetobacter baumannii,NA,NA
SRR3666034,Acinetobacter baumannii,NA,NA
SRR3666035,Acinetobacter baumannii,NA,NA
SRR387244,Acinetobacter baumannii,NA,NA
SRR387295,Acinetobacter baumannii,NA,NA
SRR387297,Acinetobacter baumannii,NA,NA
SRR387301,Acinetobacter baumannii,NA,NA
SRR387302,Acinetobacter baumannii,NA,NA
SRR387303,Acinetobacter baumannii,NA,NA
SRR387305,Acinetobacter baumannii,NA,NA
SRR387306,Acinetobacter baumannii,NA,NA
SRR387308,Acinetobacter baumannii,NA,NA
SRR387309,Acinetobacter baumannii,NA,NA
SRR387310,Acinetobacter baumannii,NA,NA
SRR387318,Acinetobacter baumannii,NA,NA
SRR387319,Acinetobacter baumannii,NA,NA
SRR387323,Acinetobacter baumannii,NA,NA
SRR387324,Acinetobacter baumannii,NA,NA
SRR387328,Acinetobacter baumannii,NA,NA
SRR387330,Acinetobacter baumannii,NA,NA
SRR3886555,Acinetobacter baumannii,NA,NA
SRR3886578,Acinetobacter baumannii,NA,NA
SRR3886579,Acinetobacter baumannii,NA,NA
SRR4417569,Acinetobacter baumannii,NA,NA
SRR4417570,Acinetobacter baumannii,NA,NA
SRR4417571,Acinetobacter baumannii,NA,NA
SRR4417572,Acinetobacter baumannii,NA,NA
SRR4417573,Acinetobacter baumannii,NA,NA
SRR4417574,Acinetobacter baumannii,NA,NA
SRR4417575,Acinetobacter baumannii,NA,NA
SRR4417577,Acinetobacter baumannii,NA,NA
SRR4417578,Acinetobacter baumannii,NA,NA
SRR4417581,Acinetobacter baumannii,NA,NA
SRR4417582,Acinetobacter baumannii,NA,NA
SRR4417583,Acinetobacter baumannii,NA,NA
SRR4417585,Acinetobacter baumannii,NA,NA
SRR4417586,Acinetobacter baumannii,NA,NA
SRR4417587,Acinetobacter baumannii,NA,NA
SRR4417589,Acinetobacter baumannii,NA,NA
SRR4417590,Acinetobacter baumannii,NA,NA
SRR4417591,Acinetobacter baumannii,NA,NA
SRR4417592,Acinetobacter baumannii,NA,NA
SRR4417593,Acinetobacter baumannii,NA,NA
SRR4417594,Acinetobacter baumannii,NA,NA
SRR4417595,Acinetobacter baumannii,NA,NA
SRR4417598,Acinetobacter baumannii,NA,NA
SRR4417599,Acinetobacter baumannii,NA,NA
SRR4417600,Acinetobacter baumannii,NA,NA
SRR4417601,Acinetobacter baumannii,NA,NA
SRR4417602,Acinetobacter baumannii,NA,NA
SRR4417603,Acinetobacter baumannii,NA,NA
SRR4417604,Acinetobacter baumannii,NA,NA
SRR4417605,Acinetobacter baumannii,NA,NA
SRR4417606,Acinetobacter baumannii,NA,NA
SRR4417607,Acinetobacter baumannii,NA,NA
SRR4417608,Acinetobacter baumannii,NA,NA
SRR4417609,Acinetobacter baumannii,NA,NA
SRR4417610,Acinetobacter baumannii,NA,NA
SRR4417611,Acinetobacter baumannii,NA,NA
SRR4417612,Acinetobacter baumannii,NA,NA
SRR4417613,Acinetobacter baumannii,NA,NA
SRR4417614,Acinetobacter baumannii,NA,NA
SRR5120223,Acinetobacter baumannii,NA,NA
SRR5237398,Acinetobacter baumannii,NA,NA
SRR5445923,Acinetobacter baumannii,NA,NA
SRR5445925,Acinetobacter baumannii,NA,NA
SRR5477432,Acinetobacter baumannii,NA,NA
SRR5477433,Acinetobacter baumannii,NA,NA
SRR5477434,Acinetobacter baumannii,NA,NA
SRR5477435,Acinetobacter baumannii,NA,NA
SRR5477436,Acinetobacter baumannii,NA,NA
SRR5477437,Acinetobacter baumannii,NA,NA
SRR5477438,Acinetobacter baumannii,NA,NA
SRR5477439,Acinetobacter baumannii,NA,NA
SRR5477440,Acinetobacter baumannii,NA,NA
SRR5511001,Acinetobacter baumannii,NA,NA
SRR5511002,Acinetobacter baumannii,NA,NA
SRR5511003,Acinetobacter baumannii,NA,NA
SRR5511005,Acinetobacter baumannii,NA,NA
SRR5511006,Acinetobacter baumannii,NA,NA
SRR5511007,Acinetobacter baumannii,NA,NA
SRR5511008,Acinetobacter baumannii,NA,NA
SRR5511025,Acinetobacter baumannii,NA,NA
SRR5511027,Acinetobacter baumannii,NA,NA
SRR5511028,Acinetobacter baumannii,NA,NA
SRR5511029,Acinetobacter baumannii,NA,NA
SRR5511031,Acinetobacter baumannii,NA,NA
SRR5511034,Acinetobacter baumannii,NA,NA
SRR5511035,Acinetobacter baumannii,NA,NA
SRR5511047,Acinetobacter baumannii,NA,NA
SRR5511048,Acinetobacter baumannii,NA,NA
SRR5511049,Acinetobacter baumannii,NA,NA
SRR5511050,Acinetobacter baumannii,NA,NA
SRR5511051,Acinetobacter baumannii,NA,NA
SRR5511077,Acinetobacter baumannii,NA,NA
SRR5511079,Acinetobacter baumannii,NA,NA
SRR5511080,Acinetobacter baumannii,NA,NA
SRR5511081,Acinetobacter baumannii,NA,NA
SRR5511082,Acinetobacter baumannii,NA,NA
SRR5511083,Acinetobacter baumannii,NA,NA
SRR5511084,Acinetobacter baumannii,NA,NA
SRR5511086,Acinetobacter baumannii,NA,NA
SRR5511179,Acinetobacter baumannii,NA,NA
SRR5511181,Acinetobacter baumannii,NA,NA
SRR5511182,Acinetobacter baumannii,NA,NA
SRR5511183,Acinetobacter baumannii,NA,NA
SRR5511209,Acinetobacter baumannii,NA,NA
SRR5511210,Acinetobacter baumannii,NA,NA
SRR5511211,Acinetobacter baumannii,NA,NA
SRR5511212,Acinetobacter baumannii,NA,NA
SRR5511213,Acinetobacter baumannii,NA,NA
SRR5511215,Acinetobacter baumannii,NA,NA
SRR5511216,Acinetobacter baumannii,NA,NA
SRR5511217,Acinetobacter baumannii,NA,NA
SRR5511218,Acinetobacter baumannii,NA,NA
SRR5511219,Acinetobacter baumannii,NA,NA
SRR5511220,Acinetobacter baumannii,NA,NA
SRR5511222,Acinetobacter baumannii,NA,NA
SRR5511223,Acinetobacter baumannii,NA,NA
SRR5511227,Acinetobacter baumannii,NA,NA
SRR5511231,Acinetobacter baumannii,NA,NA
SRR5511232,Acinetobacter baumannii,NA,NA
SRR5511233,Acinetobacter baumannii,NA,NA
SRR5511235,Acinetobacter baumannii,NA,NA
SRR5511237,Acinetobacter baumannii,NA,NA
SRR5511238,Acinetobacter baumannii,NA,NA
SRR5511239,Acinetobacter baumannii,NA,NA
SRR5511240,Acinetobacter baumannii,NA,NA
SRR5511241,Acinetobacter baumannii,NA,NA
SRR5511242,Acinetobacter baumannii,NA,NA
SRR5511243,Acinetobacter baumannii,NA,NA
SRR5511244,Acinetobacter baumannii,NA,NA
SRR5511246,Acinetobacter baumannii,NA,NA
SRR5511247,Acinetobacter baumannii,NA,NA
SRR5511248,Acinetobacter baumannii,NA,NA
SRR5511249,Acinetobacter baumannii,NA,NA
SRR5511250,Acinetobacter baumannii,NA,NA
SRR5511284,Acinetobacter baumannii,NA,NA
SRR5511285,Acinetobacter baumannii,NA,NA
SRR5511286,Acinetobacter baumannii,NA,NA
SRR5511287,Acinetobacter baumannii,NA,NA
SRR5511288,Acinetobacter baumannii,NA,NA
SRR5511289,Acinetobacter baumannii,NA,NA
SRR5519633,Acinetobacter baumannii,NA,NA
SRR5519634,Acinetobacter baumannii,NA,NA
SRR5519638,Acinetobacter baumannii,NA,NA
SRR5519645,Acinetobacter baumannii,NA,NA
SRR5519647,Acinetobacter baumannii,NA,NA
SRR5519665,Acinetobacter baumannii,NA,NA
SRR5519668,Acinetobacter baumannii,NA,NA
SRR5519669,Acinetobacter baumannii,NA,NA
SRR5519723,Acinetobacter baumannii,NA,NA
SRR5519730,Acinetobacter baumannii,NA,NA
SRR5519741,Acinetobacter baumannii,NA,NA
SRR5519744,Acinetobacter baumannii,NA,NA
SRR5519746,Acinetobacter baumannii,NA,NA
SRR5519747,Acinetobacter baumannii,NA,NA
SRR5519748,Acinetobacter baumannii,NA,NA
SRR5519756,Acinetobacter baumannii,NA,NA
SRR5519768,Acinetobacter baumannii,NA,NA
SRR5519805,Acinetobacter baumannii,NA,NA
SRR5519809,Acinetobacter baumannii,NA,NA
SRR5519810,Acinetobacter baumannii,NA,NA
SRR5519811,Acinetobacter baumannii,NA,NA
SRR5519812,Acinetobacter baumannii,NA,NA
SRR5519871,Acinetobacter baumannii,NA,NA
SRR5519872,Acinetobacter baumannii,NA,NA
SRR5519899,Acinetobacter baumannii,NA,NA
SRR5862467,Acinetobacter baumannii,NA,NA
SRR5862475,Acinetobacter baumannii,NA,NA
SRR5891472,Acinetobacter baumannii,NA,NA
SRR5891473,Acinetobacter baumannii,NA,NA
SRR5891474,Acinetobacter baumannii,NA,NA
SRR5891475,Acinetobacter baumannii,NA,NA
SRR5891477,Acinetobacter baumannii,NA,NA
SRR5891479,Acinetobacter baumannii,NA,NA
SRR5891481,Acinetobacter baumannii,NA,NA
SRR5891482,Acinetobacter baumannii,NA,NA
SRR5891485,Acinetobacter baumannii,NA,NA
SRR5891486,Acinetobacter baumannii,NA,NA
SRR5891487,Acinetobacter baumannii,NA,NA
SRR5891488,Acinetobacter baumannii,NA,NA
SRR5891491,Acinetobacter baumannii,NA,NA
SRR5891492,Acinetobacter baumannii,NA,NA
SRR5891493,Acinetobacter baumannii,NA,NA
SRR5891495,Acinetobacter baumannii,NA,NA
SRR5891499,Acinetobacter baumannii,NA,NA
SRR5901132,Acinetobacter baumannii,NA,NA
SRR6037662,Acinetobacter baumannii,NA,NA
SRR6037664,Acinetobacter baumannii,NA,NA
SRR654213,Acinetobacter baumannii,NA,NA
SRR654250,Acinetobacter baumannii,NA,NA
SRR654292,Acinetobacter baumannii,NA,NA
SRR654338,Acinetobacter baumannii,NA,NA
SRR654382,Acinetobacter baumannii,NA,NA
SRR654415,Acinetobacter baumannii,NA,NA
SRR6703120,Acinetobacter baumannii,NA,NA
SRR6703157,Acinetobacter baumannii,NA,NA
SRR6703158,Acinetobacter baumannii,NA,NA
SRR6703494,Acinetobacter baumannii,NA,NA
SRR6799410,Acinetobacter baumannii,NA,NA
SRR6799411,Acinetobacter baumannii,NA,NA
SRR6799412,Acinetobacter baumannii,NA,NA
SRR6799415,Acinetobacter baumannii,NA,NA
SRR6799416,Acinetobacter baumannii,NA,NA
SRR6807653,Acinetobacter baumannii,NA,NA
SRR6807654,Acinetobacter baumannii,NA,NA
SRR6807655,Acinetobacter baumannii,NA,NA
SRR6818604,Acinetobacter baumannii,NA,NA
SRR6818605,Acinetobacter baumannii,NA,NA
SRR6818793,Acinetobacter baumannii,NA,NA
SRR6818794,Acinetobacter baumannii,NA,NA
SRR6818823,Acinetobacter baumannii,NA,NA
SRR6818824,Acinetobacter baumannii,NA,NA
SRR721178,Acinetobacter baumannii,NA,NA
SRR721187,Acinetobacter baumannii,NA,NA
SRR721188,Acinetobacter baumannii,NA,NA
SRR721195,Acinetobacter baumannii,NA,NA
SRR721209,Acinetobacter baumannii,NA,NA
SRR721211,Acinetobacter baumannii,NA,NA
SRR721218,Acinetobacter baumannii,NA,NA
SRR728961,Acinetobacter baumannii,NA,NA
SRR728972,Acinetobacter baumannii,NA,NA
SRR741913,Acinetobacter baumannii,NA,NA
SRR741916,Acinetobacter baumannii,NA,NA
SRR741918,Acinetobacter baumannii,NA,NA
SRR7821058,Acinetobacter baumannii,NA,NA
SRR8204826,Acinetobacter baumannii,NA,NA
SRR8204827,Acinetobacter baumannii,NA,NA
ERR9766633,Campylobacter jejuni,NA,NA
ERR9766634,Campylobacter jejuni,NA,NA
ERR9766635,Campylobacter jejuni,NA,NA
ERR9766636,Campylobacter jejuni,NA,NA
ERR9766637,Campylobacter jejuni,NA,NA
ERR9766638,Campylobacter jejuni,NA,NA
ERR9766639,Campylobacter jejuni,NA,NA
ERR9766641,Campylobacter jejuni,NA,NA
ERR9766642,Campylobacter jejuni,NA,NA
ERR9766643,Campylobacter jejuni,NA,NA
ERR9766644,Campylobacter jejuni,NA,NA
ERR9766645,Campylobacter jejuni,NA,NA
ERR9766646,Campylobacter jejuni,NA,NA
ERR9766647,Campylobacter jejuni,NA,NA
ERR9766648,Campylobacter jejuni,NA,NA
ERR9766649,Campylobacter jejuni,NA,NA
ERR9766650,Campylobacter jejuni,NA,NA
ERR9766652,Campylobacter jejuni,NA,NA
ERR9766653,Campylobacter jejuni,NA,NA
ERR9766654,Campylobacter jejuni,NA,NA
ERR9766655,Campylobacter jejuni,NA,NA
ERR9766656,Campylobacter jejuni,NA,NA
ERR9766657,Campylobacter jejuni,NA,NA
ERR9766658,Campylobacter jejuni,NA,NA
ERR9766659,Campylobacter jejuni,NA,NA
ERR9766660,Campylobacter jejuni,NA,NA
ERR9766661,Campylobacter jejuni,NA,NA
ERR9766662,Campylobacter jejuni,NA,NA
ERR9766663,Campylobacter jejuni,NA,NA
ERR9766664,Campylobacter jejuni,NA,NA
ERR9766665,Campylobacter jejuni,NA,NA
ERR9766666,Campylobacter jejuni,NA,NA
ERR9766667,Campylobacter jejuni,NA,NA
ERR9766668,Campylobacter jejuni,NA,NA
ERR9766669,Campylobacter jejuni,NA,NA
ERR9766670,Campylobacter jejuni,NA,NA
ERR9766671,Campylobacter jejuni,NA,NA
ERR9766672,Campylobacter jejuni,NA,NA
ERR9766673,Campylobacter jejuni,NA,NA
ERR9766674,Campylobacter jejuni,NA,NA
ERR9766675,Campylobacter jejuni,NA,NA
ERR9766676,Campylobacter jejuni,NA,NA
ERR9766677,Campylobacter jejuni,NA,NA
ERR9766678,Campylobacter jejuni,NA,NA
ERR9766679,Campylobacter jejuni,NA,NA
ERR9766680,Campylobacter jejuni,NA,NA
ERR9766681,Campylobacter jejuni,NA,NA
ERR9766682,Campylobacter jejuni,NA,NA
ERR9766683,Campylobacter jejuni,NA,NA
ERR9766684,Campylobacter jejuni,NA,NA
ERR9766685,Campylobacter jejuni,NA,NA
ERR9766686,Campylobacter jejuni,NA,NA
ERR9766687,Campylobacter jejuni,NA,NA
ERR9766688,Campylobacter jejuni,NA,NA
ERR9766689,Campylobacter jejuni,NA,NA
ERR9766690,Campylobacter jejuni,NA,NA
ERR9766691,Campylobacter jejuni,NA,NA
ERR9766692,Campylobacter jejuni,NA,NA
ERR9766693,Campylobacter jejuni,NA,NA
ERR9766694,Campylobacter jejuni,NA,NA
ERR9766695,Campylobacter jejuni,NA,NA
ERR9766696,Campylobacter jejuni,NA,NA
ERR9766697,Campylobacter jejuni,NA,NA
ERR9766698,Campylobacter jejuni,NA,NA
ERR9766699,Campylobacter jejuni,NA,NA
ERR9766700,Campylobacter jejuni,NA,NA
ERR9766701,Campylobacter jejuni,NA,NA
ERR9766702,Campylobacter jejuni,NA,NA
ERR9766703,Campylobacter jejuni,NA,NA
ERR9766704,Campylobacter jejuni,NA,NA
ERR9766705,Campylobacter jejuni,NA,NA
ERR9766706,Campylobacter jejuni,NA,NA
ERR9766707,Campylobacter jejuni,NA,NA
ERR9766708,Campylobacter jejuni,NA,NA
ERR9766709,Campylobacter jejuni,NA,NA
ERR9766710,Campylobacter jejuni,NA,NA
ERR9766711,Campylobacter jejuni,NA,NA
ERR9766712,Campylobacter jejuni,NA,NA
ERR9766713,Campylobacter jejuni,NA,NA
ERR9766714,Campylobacter jejuni,NA,NA
ERR9766715,Campylobacter jejuni,NA,NA
ERR9766716,Campylobacter jejuni,NA,NA
ERR9766717,Campylobacter jejuni,NA,NA
ERR9766718,Campylobacter jejuni,NA,NA
ERR9766719,Campylobacter jejuni,NA,NA
ERR9766720,Campylobacter jejuni,NA,NA
ERR9766721,Campylobacter jejuni,NA,NA
ERR9766722,Campylobacter jejuni,NA,NA
ERR9766723,Campylobacter jejuni,NA,NA
ERR9766724,Campylobacter jejuni,NA,NA
ERR9766725,Campylobacter jejuni,NA,NA
ERR9766726,Campylobacter jejuni,NA,NA
ERR9766727,Campylobacter jejuni,NA,NA
ERR9766728,Campylobacter jejuni,NA,NA
ERR9766729,Campylobacter jejuni,NA,NA
ERR9766730,Campylobacter jejuni,NA,NA
ERR9766731,Campylobacter jejuni,NA,NA
ERR9766732,Campylobacter jejuni,NA,NA
ERR9766733,Campylobacter jejuni,NA,NA
ERR9766734,Campylobacter jejuni,NA,NA
ERR9766735,Campylobacter jejuni,NA,NA
ERR9766736,Campylobacter jejuni,NA,NA
ERR9766737,Campylobacter jejuni,NA,NA
ERR9766738,Campylobacter jejuni,NA,NA
ERR9766739,Campylobacter jejuni,NA,NA
ERR9766740,Campylobacter jejuni,NA,NA
ERR9766741,Campylobacter jejuni,NA,NA
ERR9766742,Campylobacter jejuni,NA,NA
ERR9766743,Campylobacter jejuni,NA,NA
ERR9766744,Campylobacter jejuni,NA,NA
ERR9766745,Campylobacter jejuni,NA,NA
ERR9766746,Campylobacter jejuni,NA,NA
ERR9766747,Campylobacter jejuni,NA,NA
ERR9766748,Campylobacter jejuni,NA,NA
ERR9766749,Campylobacter jejuni,NA,NA
ERR9766750,Campylobacter jejuni,NA,NA
ERR9766751,Campylobacter jejuni,NA,NA
ERR9766752,Campylobacter jejuni,NA,NA
ERR9766753,Campylobacter jejuni,NA,NA
ERR9766754,Campylobacter jejuni,NA,NA
ERR9766755,Campylobacter jejuni,NA,NA
ERR9766756,Campylobacter jejuni,NA,NA
ERR9766757,Campylobacter jejuni,NA,NA
ERR9766758,Campylobacter jejuni,NA,NA
ERR9766759,Campylobacter jejuni,NA,NA
ERR9766760,Campylobacter jejuni,NA,NA
ERR9766761,Campylobacter jejuni,NA,NA
ERR9766762,Campylobacter jejuni,NA,NA
ERR9766763,Campylobacter jejuni,NA,NA
ERR9766764,Campylobacter jejuni,NA,NA
ERR9766765,Campylobacter jejuni,NA,NA
ERR9766766,Campylobacter jejuni,NA,NA
ERR9766767,Campylobacter jejuni,NA,NA
ERR9766768,Campylobacter jejuni,NA,NA
ERR9766769,Campylobacter jejuni,NA,NA
ERR9766770,Campylobacter jejuni,NA,NA
ERR9766771,Campylobacter jejuni,NA,NA
ERR9766772,Campylobacter jejuni,NA,NA
ERR9766773,Campylobacter jejuni,NA,NA
ERR9766774,Campylobacter jejuni,NA,NA
ERR9766775,Campylobacter jejuni,NA,NA
ERR9766776,Campylobacter jejuni,NA,NA
ERR9766777,Campylobacter jejuni,NA,NA
ERR9766778,Campylobacter jejuni,NA,NA
ERR9766779,Campylobacter jejuni,NA,NA
ERR9766780,Campylobacter jejuni,NA,NA
ERR9766781,Campylobacter jejuni,NA,NA
ERR9766782,Campylobacter jejuni,NA,NA
ERR9766783,Campylobacter jejuni,NA,NA
ERR9766784,Campylobacter jejuni,NA,NA
ERR9766785,Campylobacter jejuni,NA,NA
ERR9766786,Campylobacter jejuni,NA,NA
ERR9766787,Campylobacter jejuni,NA,NA
ERR9766788,Campylobacter jejuni,NA,NA
ERR9766789,Campylobacter jejuni,NA,NA
ERR9766790,Campylobacter jejuni,NA,NA
ERR9766791,Campylobacter jejuni,NA,NA
ERR9766792,Campylobacter jejuni,NA,NA
ERR9766793,Campylobacter jejuni,NA,NA
ERR9766794,Campylobacter jejuni,NA,NA
ERR9766795,Campylobacter jejuni,NA,NA
ERR9766796,Campylobacter jejuni,NA,NA
ERR9766797,Campylobacter jejuni,NA,NA
ERR9766798,Campylobacter jejuni,NA,NA
ERR9766799,Campylobacter jejuni,NA,NA
ERR9766800,Campylobacter jejuni,NA,NA
ERR9766801,Campylobacter jejuni,NA,NA
ERR9766802,Campylobacter jejuni,NA,NA
ERR9766803,Campylobacter jejuni,NA,NA
ERR9766804,Campylobacter jejuni,NA,NA
ERR9766805,Campylobacter jejuni,NA,NA
ERR9766806,Campylobacter jejuni,NA,NA
ERR9766807,Campylobacter jejuni,NA,NA
ERR9766808,Campylobacter jejuni,NA,NA
ERR9766809,Campylobacter jejuni,NA,NA
ERR9766810,Campylobacter jejuni,NA,NA
ERR9766811,Campylobacter jejuni,NA,NA
ERR9766812,Campylobacter jejuni,NA,NA
ERR9766813,Campylobacter jejuni,NA,NA
ERR9766814,Campylobacter jejuni,NA,NA
ERR9766815,Campylobacter jejuni,NA,NA
ERR9766816,Campylobacter jejuni,NA,NA
ERR9766817,Campylobacter jejuni,NA,NA
ERR9766818,Campylobacter jejuni,NA,NA
ERR9766819,Campylobacter jejuni,NA,NA
ERR9766820,Campylobacter jejuni,NA,NA
ERR9766821,Campylobacter jejuni,NA,NA
ERR9766822,Campylobacter jejuni,NA,NA
ERR9766823,Campylobacter jejuni,NA,NA
ERR9766824,Campylobacter jejuni,NA,NA
ERR9766825,Campylobacter jejuni,NA,NA
ERR9766826,Campylobacter jejuni,NA,NA
ERR9766827,Campylobacter jejuni,NA,NA
ERR9766828,Campylobacter jejuni,NA,NA
ERR9766829,Campylobacter jejuni,NA,NA
ERR9766830,Campylobacter jejuni,NA,NA
ERR9766831,Campylobacter jejuni,NA,NA
ERR9766832,Campylobacter jejuni,NA,NA
ERR9766833,Campylobacter jejuni,NA,NA
ERR9766834,Campylobacter jejuni,NA,NA
ERR9766835,Campylobacter jejuni,NA,NA
ERR9766836,Campylobacter jejuni,NA,NA
ERR9766837,Campylobacter jejuni,NA,NA
ERR9766838,Campylobacter jejuni,NA,NA
ERR9766839,Campylobacter jejuni,NA,NA
ERR9766840,Campylobacter jejuni,NA,NA
ERR9766841,Campylobacter jejuni,NA,NA
ERR9766842,Campylobacter jejuni,NA,NA
ERR9766843,Campylobacter jejuni,NA,NA
ERR9766844,Campylobacter jejuni,NA,NA
ERR9766845,Campylobacter jejuni,NA,NA
ERR9766846,Campylobacter jejuni,NA,NA
ERR9766847,Campylobacter jejuni,NA,NA
ERR9766848,Campylobacter jejuni,NA,NA
ERR9766849,Campylobacter jejuni,NA,NA
ERR9766850,Campylobacter jejuni,NA,NA
ERR9766851,Campylobacter jejuni,NA,NA
ERR9766852,Campylobacter jejuni,NA,NA
ERR9766853,Campylobacter jejuni,NA,NA
ERR9766854,Campylobacter jejuni,NA,NA
ERR9766855,Campylobacter jejuni,NA,NA
ERR9766856,Campylobacter jejuni,NA,NA
ERR9766857,Campylobacter jejuni,NA,NA
ERR9766858,Campylobacter jejuni,NA,NA
ERR9766859,Campylobacter jejuni,NA,NA
ERR9766860,Campylobacter jejuni,NA,NA
ERR9766861,Campylobacter jejuni,NA,NA
ERR9766862,Campylobacter jejuni,NA,NA
ERR9766863,Campylobacter jejuni,NA,NA
ERR9766864,Campylobacter jejuni,NA,NA
ERR9766865,Campylobacter jejuni,NA,NA
ERR9766866,Campylobacter jejuni,NA,NA
ERR9766867,Campylobacter jejuni,NA,NA
ERR9766868,Campylobacter jejuni,NA,NA
